QS1,QS2,MS1,MS2,MS3,SS1,SS2,BASE_LINE,IS1,IS2
80.38,80.38,156.77,236.09,511.88,-1,-1,961.31,604.04,-1
1636.67,527.99,699.47,713.74,1014.61,-2,-2,507.4,-1,-2
1905.14,437.04,816.98,1036.86,1421.94,-2,-2,596.22,-2,-2
579.69,643.95,984.01,1104.05,1564.96,-2,-2,718.68,-2,-2
697.25,648.98,1114.49,1457.11,2128.16,-2,-2,849.92,-2,-2
